configuration,sut_build,apfd_avg,apfd_stdev
auc_complete_double_mut,Angel-ML@angel-build-572266708,0.9571428571428571,1.1102230246251565e-16
auc_complete_double_mut,Angel-ML@angel-build-573430804,0.9791666666666667,1.1102230246251565e-16
auc_complete_double_mut,Angel-ML@angel-build-617681746,0.9677419354838712,2.220446049250313e-16
auc_complete_double_mut,Angel-ML@angel-build-774241138,0.8600000000000001,1.1102230246251565e-16
auc_complete_double_mut,Angel-ML@angel-build-774621409,0.8600000000000001,1.1102230246251565e-16
auc_complete_double_mut,apache@logging-log4j2-build-631422399,0.9989406779661019,1.1102230246251565e-16
auc_complete_double_mut,apache@logging-log4j2-build-655176246,0.9989583333333336,2.220446049250313e-16
auc_complete_double_mut,apache@logging-log4j2-build-671139394,0.9988479262672809,1.1102230246251565e-16
auc_complete_double_mut,apache@logging-log4j2-build-689499689,0.9991721854304636,0.0
auc_complete_double_mut,apache@logging-log4j2-build-719612616,0.9991974317817018,2.220446049250313e-16
auc_complete_double_mut,apache@rocketmq-build-756896391,0.6732323232323233,0.09167883994078721
auc_complete_double_mut,apache@rocketmq-build-769627527,0.9387096774193548,0.010698789646307758
auc_complete_double_mut,apache@rocketmq-build-771743118,0.9903225806451612,0.008655747009676577
auc_complete_double_mut,apache@rocketmq-build-772405229,0.9943820224719102,2.220446049250313e-16
auc_complete_double_mut,apache@rocketmq-build-774679068,0.9975490196078434,2.220446049250313e-16
auc_complete_double_mut,CompEvol@beast2-build-265895347,0.9758064516129032,0.0
auc_complete_double_mut,CompEvol@beast2-build-370392223,0.984126984126984,0.0
auc_complete_double_mut,CompEvol@beast2-build-672670788,0.872142857142857,0.015795245991068543
auc_complete_double_mut,CompEvol@beast2-build-713144849,0.9788732394366197,1.1102230246251565e-16
auc_complete_double_mut,CompEvol@beast2-build-753152000,0.9788732394366197,1.1102230246251565e-16
auc_complete_double_mut,eclipse@paho.mqtt.java-build-706711493,0.8653061224489796,0.04781785515861218
auc_complete_double_mut,eclipse@paho.mqtt.java-build-725089259,0.926530612244898,0.02950373937714484
auc_complete_double_mut,eclipse@paho.mqtt.java-build-745989142,0.8785714285714287,0.00847614679889596
auc_complete_double_mut,eclipse@paho.mqtt.java-build-758777544,0.904081632653061,0.015272070966424222
auc_complete_double_mut,eclipse@paho.mqtt.java-build-772049550,0.9244897959183674,0.012244897959183685
