Build,Seed1,Seed2,Seed3,Seed4,Seed5
716902212,0.4580300667186552,0.4953535222251105,0.4948498830257343,0.530207521012044,0.4953156138982757
716902389,0.9847792594166712,0.9949264198055572,0.9847792594166712,0.9847792594166712,0.9847792594166712
716967546,0.657067556916361,0.7243705853821202,0.9161923636584108,0.4378562009276381,0.2941783884560584
716967571,0.9999155752205596,0.9999155752205596,0.9999155752205596,0.9999155752205596,0.9999155752205596
716971519,0.9971819383423932,0.9688989314170824,0.9890046727232108,0.9709211408146547,0.9890046727232108
716974069,0.9973960007715552,0.9973960007715552,0.9973960007715552,0.9973960007715552,0.9973960007715552
716974087,0.9971805883566296,0.9971805883566296,0.9971805883566296,0.9971805883566296,0.9971805883566296
717505630,0.9966172452057273,0.9966172452057273,0.9966172452057273,0.9966172452057273,0.9966172452057273
717505655,0.9966675111570168,0.9966675111570168,0.9966675111570168,0.9966675111570168,0.9966675111570168
717526250,0.9969241212281756,0.9969241212281756,0.9969241212281756,0.9969241212281756,0.9969241212281756
717526258,0.9972010708564656,0.9972010708564656,0.9972010708564656,0.9972010708564656,0.9972010708564656
717549867,0.8268399582624966,0.7184663716256937,0.8153261641974976,0.7944978906369466,0.8192840309073409
717549880,0.8616190469571342,0.8616190469571342,0.8616190469571342,0.8616190469571342,0.8616190469571342
717737643,0.3182364112910383,0.7970879013602021,0.81444689650276,0.2828084416544885,0.900703471207379
717851646,0.9744872560732776,0.9744872560732776,0.9744872560732776,0.6843451314217444,0.9744872560732776
717864695,0.9749494422336747,0.9749494422336747,0.9749494422336747,0.9749494422336747,0.9749494422336747
717891618,0.9756231784251757,0.9565373784079588,0.9756231784251757,0.9756231784251757,0.9756231784251757
717904517,0.9750221150467142,0.9750221150467142,0.9750221150467142,0.9750221150467142,0.9750221150467142
717907026,0.9747144549834296,0.9747144549834296,0.9747144549834296,0.9747144549834296,0.9747144549834296
717907047,0.974215367965368,0.974215367965368,0.974215367965368,0.974215367965368,0.974215367965368
717921623,0.9736829850398744,0.9736829850398744,0.9736829850398744,0.9736829850398744,0.9736829850398744
717963699,0.9732487227941746,0.9732487227941746,0.9732487227941746,0.9732487227941746,0.9732487227941746
717963708,0.9764012528849324,0.9764012528849324,0.9764012528849324,0.9764012528849324,0.9764012528849324
717967283,0.9741731555007324,0.9741731555007324,0.9741731555007324,0.9741731555007324,0.9741731555007324
717967296,0.974536698366252,0.974536698366252,0.974536698366252,0.974536698366252,0.974536698366252
718014444,0.9751091170803056,0.9751091170803056,0.9751091170803056,0.9751091170803056,0.9751091170803056
718924732,0.56010386804159,0.5633361502146534,0.5625891418139289,0.5367808038452213,0.5633361502146534
719256802,0.980717042408604,0.998150949272058,0.998150949272058,0.9379914582197952,0.998150949272058
720636420,0.8686273363803201,0.8686273363803201,0.8686273363803201,0.862740651556418,0.862740651556418
721804144,0.0002578051834625,0.0798617322403796,0.0771784538002588,0.7251428451169594,0.9307345869329602
721804732,0.999780586743158,0.999780586743158,0.999780586743158,0.999780586743158,0.999780586743158
721963991,0.8786463001344387,0.8920831699529465,0.8531274507058033,0.7676958464037643,0.8787128192919561
721964019,0.9846218152309264,0.9846218152309264,0.9846218152309264,0.9846218152309264,0.9846218152309264
721965993,0.9847761500185274,0.9847761500185274,0.9847761500185274,0.9847761500185274,0.9847761500185274
721966009,0.9848420760669834,0.9848420760669834,0.9848420760669834,0.9848420760669834,0.9848420760669834
722722884,0.8612010304140019,0.7827814882242148,0.8612010304140019,0.8612010304140019,0.8612010304140019
722722895,0.8919606230134546,0.8578637820819407,0.8578637820819407,0.8578637820819407,0.8578637820819407
729994943,0.700885285565381,0.641777227712906,0.700885285565381,0.700885285565381,0.700885285565381
767183092,0.6344829893458233,0.6325786195892737,0.6541885840753513,0.6347907766740439,0.6926722939935148
767183659,0.9840415231905166,0.9840415231905166,0.9840415231905166,0.9840415231905166,0.9840415231905166
767259885,0.9820308489599416,0.9820308489599416,0.9820308489599416,0.9820308489599416,0.9820308489599416
767259897,0.9943157387191444,0.9943157387191444,0.9830390577057146,0.9830390577057146,0.9830390577057146
767261104,0.9773457695087738,0.9491765253576284,0.9773457695087738,0.9773457695087738,0.9773457695087738
767261111,0.9999688478696096,0.9999688478696096,0.9999688478696096,0.9999688478696096,0.9999688478696096
767262967,0.9999470707585544,0.9999470707585544,0.9999470707585544,0.9999470707585544,0.9999470707585544
767262976,0.999943067521919,0.999943067521919,0.999943067521919,0.999943067521919,0.999943067521919
767265309,0.999956735444769,0.999956735444769,0.999956735444769,0.999956735444769,0.999956735444769
767265316,0.9999243410101988,0.9999243410101988,0.9999243410101988,0.9999243410101988,0.9999243410101988
767280580,0.9999367318696636,0.9999367318696636,0.9999367318696636,0.9999367318696636,0.9999367318696636
767280587,0.9999402528053176,0.9999402528053176,0.9999402528053176,0.9999402528053176,0.9999402528053176
